,RunId,iteration,Step,num_agents,avg_degree,tolerance,num_recommended,num_neighbor_conn,radical,schedule_type,Opinion_Clustering_Coefficient,Opinion_Homophily,Opinion_Modularity,Proportion_of_Uniform_Neighbors,Average_Radicalization
47,4,0,6,50,2,0.1,1,1,True,Sequential,0.17715873015873015,0.8701298701298701,0.3023275425872829,0.7,0.2401689321121109
48,4,0,8,50,2,0.1,1,1,True,Sequential,0.3237777777777778,0.8712871287128713,0.3190373492794824,0.66,0.2401689321121109
49,4,0,10,50,2,0.1,1,1,True,Sequential,0.3061370851370852,0.8547008547008547,0.30670611439842205,0.66,0.24
50,4,0,12,50,2,0.1,1,1,True,Sequential,0.40738961038961036,0.8656716417910447,0.29313321452439295,0.66,0.24
51,4,0,14,50,2,0.1,1,1,True,Sequential,0.4363006993006991,0.8026315789473685,0.29674515235457055,0.66,0.24
52,4,0,16,50,2,0.1,1,1,True,Sequential,0.47869186369186356,0.8373493975903614,0.28913848163739303,0.66,0.24
53,4,0,18,50,2,0.1,1,1,True,Sequential,0.5167941502941504,0.8260869565217391,0.27742497637051033,0.66,0.24
54,4,0,20,50,2,0.1,1,1,True,Sequential,0.583384266060737,0.8477157360406091,0.29287021051817885,0.66,0.24
55,5,0,0,50,2,0.1,1,1,False,Sequential,0.0,0.21153846153846154,-0.020894970414201186,0.34,0.228117257278924
56,5,0,2,50,2,0.1,1,1,False,Sequential,0.11895238095238096,0.9137931034482759,0.4178061831153389,0.8,0.20638331937778243
57,5,0,4,50,2,0.1,1,1,False,Sequential,0.2476233766233766,0.8991596638655462,0.404244050561401,0.72,0.206
58,5,0,6,50,2,0.1,1,1,False,Sequential,0.4263943833943833,0.8862275449101796,0.3969486177345907,0.66,0.206
59,5,0,8,50,2,0.1,1,1,False,Sequential,0.556410311910312,0.875,0.3777389977810651,0.66,0.206
60,5,0,10,50,2,0.1,1,1,False,Sequential,0.6841353258025086,0.8685258964143426,0.3721290138251773,0.66,0.206
61,5,0,12,50,2,0.1,1,1,False,Sequential,0.7569427098529268,0.8723404255319149,0.38245058095669227,0.66,0.206
62,5,0,14,50,2,0.1,1,1,False,Sequential,0.7981436317380589,0.8708609271523179,0.38544910310951275,0.66,0.206
63,5,0,16,50,2,0.1,1,1,False,Sequential,0.8268270070143139,0.865625,0.38149902343750003,0.66,0.206
64,5,0,18,50,2,0.1,1,1,False,Sequential,0.844460703189065,0.8601190476190477,0.37627108134920634,0.66,0.206
65,5,0,20,50,2,0.1,1,1,False,Sequential,0.8536037272728617,0.8604651162790697,0.3773788196322337,0.66,0.206
66,6,0,0,50,2,0.1,1,5,True,Sequential,0.0,0.34615384615384615,-0.05695266272189348,0.3,0.25404138496155854
67,6,0,2,50,2,0.1,1,5,True,Sequential,0.376174603174603,0.773109243697479,0.38771979379987287,0.6,0.22193452582870107
68,6,0,4,50,2,0.1,1,5,True,Sequential,0.6363717948717951,0.7339901477832512,0.33523016816714796,0.58,0.222
69,6,0,6,50,2,0.1,1,5,True,Sequential,0.7446200141447821,0.805668016194332,0.3220098673966136,0.58,0.222
70,6,0,8,50,2,0.1,1,5,True,Sequential,0.8504689799364721,0.8491228070175438,0.3295229301323484,0.58,0.222
71,6,0,10,50,2,0.1,1,5,True,Sequential,0.8785251870592424,0.8491803278688524,0.3281268476216071,0.58,0.222
72,6,0,12,50,2,0.1,1,5,True,Sequential,0.8973335759527711,0.8509316770186336,0.3309237683731338,0.58,0.222
73,6,0,14,50,2,0.1,1,5,True,Sequential,0.912741831268147,0.8545454545454545,0.33313590449954084,0.58,0.222
74,6,0,16,50,2,0.1,1,5,True,Sequential,0.917673157252105,0.8558558558558559,0.3349159970781592,0.58,0.222
75,6,0,18,50,2,0.1,1,5,True,Sequential,0.9202439431913116,0.8537313432835821,0.3343239028736913,0.58,0.222
76,6,0,20,50,2,0.1,1,5,True,Sequential,0.9202439431913116,0.8537313432835821,0.3343239028736913,0.58,0.222
77,7,0,0,50,2,0.1,1,5,False,Sequential,0.0,0.2549019607843137,0.019992310649750072,0.4,0.2456307009249248
78,7,0,2,50,2,0.1,1,5,False,Sequential,0.505142857142857,0.8444444444444444,0.425679012345679,0.68,0.23399999999999999
79,7,0,4,50,2,0.1,1,5,False,Sequential,0.7486829836829838,0.8119266055045872,0.4077203097382375,0.62,0.23399999999999999
80,7,0,6,50,2,0.1,1,5,False,Sequential,0.8259613164613164,0.7991967871485943,0.398114546539572,0.62,0.23399999999999999
81,7,0,8,50,2,0.1,1,5,False,Sequential,0.8747392444157148,0.7962962962962963,0.3989643347050755,0.62,0.23399999999999999
82,7,0,10,50,2,0.1,1,5,False,Sequential,0.9063347746165081,0.7972027972027972,0.40114431023521935,0.62,0.23399999999999999
83,7,0,12,50,2,0.1,1,5,False,Sequential,0.9128064092769974,0.8,0.4047324613555292,0.62,0.23399999999999999
84,7,0,14,50,2,0.1,1,5,False,Sequential,0.919504046692901,0.8047138047138047,0.4063304197984332,0.62,0.23399999999999999
85,7,0,16,50,2,0.1,1,5,False,Sequential,0.9220462922010912,0.8033333333333333,0.4053833333333333,0.62,0.23399999999999999
86,7,0,18,50,2,0.1,1,5,False,Sequential,0.924407171775593,0.8006644518272426,0.4036158541296454,0.62,0.23399999999999999
87,7,0,20,50,2,0.1,1,5,False,Sequential,0.924407171775593,0.8013245033112583,0.40375422130608307,0.62,0.23399999999999999
88,8,0,0,50,2,0.1,7,1,True,Sequential,0.0,0.22916666666666666,-0.10438368055555552,0.34,0.19738307542980527
89,8,0,2,50,2,0.1,7,1,True,Sequential,0.21017316017316015,0.9325842696629213,0.14366872869587177,0.56,0.1796045203258163
90,8,0,4,50,2,0.1,7,1,True,Sequential,0.2982510518377391,0.948051948051948,0.09192106594703994,0.54,0.17927077634030833
91,8,0,6,50,2,0.1,7,1,True,Sequential,0.3812540053685565,0.945273631840796,0.08827751788322069,0.54,0.1806913665996168
92,8,0,8,50,2,0.1,7,1,True,Sequential,0.49091294009829467,0.9401709401709402,0.1235754985754986,0.54,0.1806913665996168
93,8,0,10,50,2,0.1,7,1,True,Sequential,0.5365663177402307,0.9302325581395349,0.15518899104621114,0.54,0.1795035601556409
94,8,0,12,50,2,0.1,7,1,True,Sequential,0.5230962975643281,0.9301470588235294,0.17553119593425603,0.54,0.1795035601556409
95,8,0,14,50,2,0.1,7,1,True,Sequential,0.559313891011697,0.9252669039145908,0.19085371259229245,0.54,0.18
96,8,0,16,50,2,0.1,7,1,True,Sequential,0.6256672474785951,0.9209621993127147,0.21041319776573256,0.54,0.18
97,8,0,18,50,2,0.1,7,1,True,Sequential,0.6231802702315561,0.9222972972972973,0.21948046018991962,0.54,0.18
98,8,0,20,50,2,0.1,7,1,True,Sequential,0.6464317920081144,0.9207920792079208,0.23128451459007282,0.54,0.18
99,9,0,0,50,2,0.1,7,1,False,Sequential,0.0,0.2619047619047619,-0.02494331065759639,0.4,0.252992987744444
100,9,0,2,50,2,0.1,7,1,False,Sequential,0.565053391053391,0.9281437125748503,0.4325181971386568,0.68,0.23199999999999998
101,9,0,4,50,2,0.1,7,1,False,Sequential,0.7902082362082361,0.8803088803088803,0.45563572397549235,0.68,0.23199999999999998
102,9,0,6,50,2,0.1,7,1,False,Sequential,0.9009727919139681,0.8783783783783784,0.4445363860482104,0.68,0.23199999999999998
103,9,0,8,50,2,0.1,7,1,False,Sequential,0.9337086247086248,0.8846153846153846,0.44307301939513477,0.68,0.23199999999999998
104,9,0,10,50,2,0.1,7,1,False,Sequential,0.9439090909090909,0.8793650793650793,0.4442479213907785,0.68,0.23199999999999998
105,9,0,12,50,2,0.1,7,1,False,Sequential,0.9473796791443851,0.8746081504702194,0.4443745639292066,0.68,0.23199999999999998
106,9,0,14,50,2,0.1,7,1,False,Sequential,0.9473796791443851,0.8746081504702194,0.4443745639292066,0.68,0.23199999999999998
107,9,0,16,50,2,0.1,7,1,False,Sequential,0.9473796791443851,0.8746081504702194,0.4443745639292066,0.68,0.23199999999999998
108,9,0,18,50,2,0.1,7,1,False,Sequential,0.9473796791443851,0.8746081504702194,0.4443745639292066,0.68,0.23199999999999998
109,9,0,20,50,2,0.1,7,1,False,Sequential,0.9473796791443851,0.8746081504702194,0.4443745639292066,0.68,0.23199999999999998
110,10,0,0,50,2,0.1,7,5,True,Sequential,0.0,0.2549019607843137,-0.050749711649365675,0.26,0.24978628033358366
111,10,0,2,50,2,0.1,7,5,True,Sequential,0.374943722943723,0.8269230769230769,0.39880732248520717,0.72,0.21793078883501285
112,10,0,4,50,2,0.1,7,5,True,Sequential,0.5561514727102962,0.8473684210526315,0.4214819944598338,0.64,0.218
113,10,0,6,50,2,0.1,7,5,True,Sequential,0.7126594777771251,0.871244635193133,0.4346736908029251,0.64,0.218
114,10,0,8,50,2,0.1,7,5,True,Sequential,0.7973858167975814,0.8841698841698842,0.4442688689792937,0.64,0.218
115,10,0,10,50,2,0.1,7,5,True,Sequential,0.8631994802583037,0.8873239436619719,0.4464639952390399,0.64,0.218
116,10,0,12,50,2,0.1,7,5,True,Sequential,0.9198633915104497,0.8918918918918919,0.44861669101533963,0.64,0.218
117,10,0,14,50,2,0.1,7,5,True,Sequential,0.9385671191553543,0.8947368421052632,0.4494243421052631,0.64,0.218
118,10,0,16,50,2,0.1,7,5,True,Sequential,0.94395173453997,0.8957654723127035,0.4501904529491029,0.64,0.218
119,10,0,18,50,2,0.1,7,5,True,Sequential,0.9466257272139628,0.8961038961038961,0.4501813121942992,0.64,0.218
120,10,0,20,50,2,0.1,7,5,True,Sequential,0.9466257272139628,0.8961038961038961,0.4501813121942992,0.64,0.218
121,11,0,0,50,2,0.1,7,5,False,Sequential,0.0,0.35294117647058826,-0.10784313725490197,0.32,0.26366471317735785
122,11,0,2,50,2,0.1,7,5,False,Sequential,0.730874791874792,0.8516949152542372,0.41018205975294453,0.66,0.226
123,11,0,4,50,2,0.1,7,5,False,Sequential,0.9095497900792021,0.8557692307692307,0.4206063034188034,0.66,0.226
124,11,0,6,50,2,0.1,7,5,False,Sequential,0.9198468720821661,0.8513931888544891,0.419346490429315,0.66,0.226
125,11,0,8,50,2,0.1,7,5,False,Sequential,0.921751633986928,0.8518518518518519,0.41973403444596863,0.66,0.226
126,11,0,10,50,2,0.1,7,5,False,Sequential,0.9222222222222222,0.8523076923076923,0.4216615384615384,0.66,0.226
127,11,0,12,50,2,0.1,7,5,False,Sequential,0.9222222222222222,0.852760736196319,0.4220331965824834,0.66,0.226
128,11,0,14,50,2,0.1,7,5,False,Sequential,0.9226143790849674,0.8532110091743119,0.4223924286208606,0.66,0.226
129,11,0,16,50,2,0.1,7,5,False,Sequential,0.9226143790849674,0.8532110091743119,0.4223924286208606,0.66,0.226
130,11,0,18,50,2,0.1,7,5,False,Sequential,0.9226143790849674,0.8532110091743119,0.4223924286208606,0.66,0.226
131,11,0,20,50,2,0.1,7,5,False,Sequential,0.9226143790849674,0.8532110091743119,0.4223924286208606,0.66,0.226
132,12,0,0,50,2,0.3,0,1,True,Sequential,0.05333333333333333,0.43137254901960786,0.04825067281814685,0.42,0.25465646648098245
133,12,0,2,50,2,0.3,0,1,True,Sequential,0.11582539682539682,0.6705882352941176,0.3062975778546712,0.5,0.18644488282950994
134,12,0,4,50,2,0.3,0,1,True,Sequential,0.15258441558441554,0.7027027027027027,0.24417914536157778,0.24,0.13557830554245645
135,12,0,6,50,2,0.3,0,1,True,Sequential,0.2737644577644578,0.9147982062780269,0.07762070421685538,0.12,0.09599999999999997
136,12,0,8,50,2,0.3,0,1,True,Sequential,0.329481693573025,0.97,0.03464444444444441,0.12,0.08399999999999999
137,12,0,10,50,2,0.3,0,1,True,Sequential,0.3985744408326451,1.0,0.029252569706994306,0.12,0.08399999999999999
138,12,0,12,50,2,0.3,0,1,True,Sequential,0.4618536600933156,1.0,0.029444140086031946,0.12,0.08
139,12,0,14,50,2,0.3,0,1,True,Sequential,0.5443817689818924,1.0,0.017034357911183174,0.12,0.07600000000000001
140,12,0,16,50,2,0.3,0,1,True,Sequential,0.6492003156650121,1.0,0.014830886112937293,0.12,0.07400000000000001
141,12,0,18,50,2,0.3,0,1,True,Sequential,0.7080021700808963,1.0,0.016075102880658325,0.12,0.07200000000000001
142,12,0,20,50,2,0.3,0,1,True,Sequential,0.7709105203722921,1.0,0.01771070659467551,0.12,0.07200000000000001
143,13,0,0,50,2,0.3,0,1,False,Sequential,0.02,0.3157894736842105,-0.009387503847337664,0.4,0.21816715877936196
144,13,0,2,50,2,0.3,0,1,False,Sequential,0.10203896103896103,0.6310679611650486,0.17357903666698082,0.36,0.16589718999923253
145,13,0,4,50,2,0.3,0,1,False,Sequential,0.15401343101343104,0.686046511627907,0.16490332612222824,0.08,0.096
146,13,0,6,50,2,0.3,0,1,False,Sequential,0.21847033685268977,0.8687258687258688,0.05974120838985705,0.04,0.05799999999999999
147,13,0,8,50,2,0.3,0,1,False,Sequential,0.29581089447188536,0.9344729344729344,0.040113310768581434,0.02,0.044
148,13,0,10,50,2,0.3,0,1,False,Sequential,0.37067104679021495,1.0,0.017577771521647353,0.02,0.036
149,13,0,12,50,2,0.3,0,1,False,Sequential,0.45308352603559227,1.0,0.019115226337448592,0.02,0.033999999999999996
150,13,0,14,50,2,0.3,0,1,False,Sequential,0.5263123292464007,1.0,0.023143080337151286,0.02,0.033999999999999996
151,13,0,16,50,2,0.3,0,1,False,Sequential,0.6037799337762578,1.0,0.0198273597297804,0.02,0.033999999999999996
152,13,0,18,50,2,0.3,0,1,False,Sequential,0.6796598451889436,1.0,0.015350321660854005,0.02,0.033999999999999996
153,13,0,20,50,2,0.3,0,1,False,Sequential,0.7524475555265896,1.0,0.010166026669393955,0.02,0.033999999999999996
154,14,0,0,50,2,0.3,0,5,True,Sequential,0.003333333333333333,0.3829787234042553,0.0957446808510638,0.44,0.2371871172988989
155,14,0,2,50,2,0.3,0,5,True,Sequential,0.3560088391141022,0.9129213483146067,0.12129544880696884,0.1,0.10400000000000001
156,14,0,4,50,2,0.3,0,5,True,Sequential,0.6707531066639918,0.9831824062095731,0.032840247084241866,0.02,0.032
157,14,0,6,50,2,0.3,0,5,True,Sequential,0.9815102978090298,1.0,0.011035628457605556,0.0,0.03599999999999999
158,14,0,8,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
159,14,0,10,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
160,14,0,12,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
161,14,0,14,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
162,14,0,16,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
163,14,0,18,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
164,14,0,20,50,2,0.3,0,5,True,Sequential,1.0,1.0,0.009035294117647114,0.0,0.03599999999999999
165,15,0,0,50,2,0.3,0,5,False,Sequential,0.0,0.5555555555555556,0.1422222222222222,0.52,0.2326381518317422
166,15,0,2,50,2,0.3,0,5,False,Sequential,0.36000629411867807,0.6043360433604336,0.06547028884922998,0.12,0.122
167,15,0,4,50,2,0.3,0,5,False,Sequential,0.6837834516427929,0.9691689008042895,0.01263305996593082,0.52,0.12399999999999999
168,15,0,6,50,2,0.3,0,5,False,Sequential,0.9414015371998332,1.0,0.011450002026222969,1.0,0.12399999999999999
169,15,0,8,50,2,0.3,0,5,False,Sequential,0.9733333333333333,1.0,0.01097862249263486,1.0,0.12399999999999999
170,15,0,10,50,2,0.3,0,5,False,Sequential,0.9733333333333333,1.0,0.01097862249263486,1.0,0.12399999999999999
171,15,0,12,50,2,0.3,0,5,False,Sequential,0.99,1.0,0.01278485888840819,1.0,0.12399999999999999
172,15,0,14,50,2,0.3,0,5,False,Sequential,0.9933333333333333,1.0,0.014584445338264581,1.0,0.12399999999999999
173,15,0,16,50,2,0.3,0,5,False,Sequential,0.9933333333333333,1.0,0.01637740930898076,1.0,0.12399999999999999
174,15,0,18,50,2,0.3,0,5,False,Sequential,1.0,1.0,0.01816377813306264,1.0,0.12399999999999999
175,15,0,20,50,2,0.3,0,5,False,Sequential,1.0,1.0,0.01816377813306264,1.0,0.12399999999999999
176,16,0,0,50,2,0.3,1,1,True,Sequential,0.0,0.35714285714285715,-0.03401360544217691,0.34,0.2355721605545479
177,16,0,2,50,2,0.3,1,1,True,Sequential,0.0828095238095238,0.68,0.24695,0.36,0.14692100109943998
178,16,0,4,50,2,0.3,1,1,True,Sequential,0.20705808896985375,0.8590909090909091,0.07387396694214875,0.04,0.062
179,16,0,6,50,2,0.3,1,1,True,Sequential,0.3316960321053739,1.0,0.01591863729428896,0.02,0.038
180,16,0,8,50,2,0.3,1,1,True,Sequential,0.46269930801699255,1.0,-0.006603940578151259,0.02,0.027999999999999997
181,16,0,10,50,2,0.3,1,1,True,Sequential,0.5998912539261524,1.0,0.0023890817901234974,0.0,0.019999999999999997
182,16,0,12,50,2,0.3,1,1,True,Sequential,0.7378094627929128,1.0,-0.0023006701110155495,0.0,0.009999999999999998
183,16,0,14,50,2,0.3,1,1,True,Sequential,0.8838429287725318,1.0,-0.0036087249556797443,0.0,0.007999999999999998
184,16,0,16,50,2,0.3,1,1,True,Sequential,0.9873994980483158,1.0,-0.0009147760658715404,0.0,0.005999999999999998
185,16,0,18,50,2,0.3,1,1,True,Sequential,1.0,1.0,0.0007686274509805,0.0,0.0019999999999999996
186,16,0,20,50,2,0.3,1,1,True,Sequential,1.0,1.0,0.0007686274509805,0.0,0.0019999999999999996
187,17,0,0,50,2,0.3,1,1,False,Sequential,0.0,0.3617021276595745,0.007016749660479854,0.38,0.26808174337847435
188,17,0,2,50,2,0.3,1,1,False,Sequential,0.16244300144300142,0.6727272727272727,0.21816345270890725,0.34,0.162
189,17,0,4,50,2,0.3,1,1,False,Sequential,0.2796784055297988,0.6886792452830188,0.10695779439104461,0.08,0.07999999999999999
190,17,0,6,50,2,0.3,1,1,False,Sequential,0.4312081220809805,0.588957055214724,0.06285520719635666,0.06,0.072
191,17,0,8,50,2,0.3,1,1,False,Sequential,0.5676322313878445,0.5574018126888217,0.048350918666313775,0.06,0.072
192,17,0,10,50,2,0.3,1,1,False,Sequential,0.6989827257958545,0.5373317013463892,0.03013008454071903,0.06,0.072
193,17,0,12,50,2,0.3,1,1,False,Sequential,0.8353540723345045,0.5346432264736298,0.027841200142446357,0.06,0.072
194,17,0,14,50,2,0.3,1,1,False,Sequential,0.9214057494884385,0.5227906976744187,0.014904921579231975,0.06,0.072
195,17,0,16,50,2,0.3,1,1,False,Sequential,0.9916948961681875,0.5214669051878354,0.014134859399451543,0.06,0.072
196,17,0,18,50,2,0.3,1,1,False,Sequential,1.0,0.5229681978798587,0.01547028930315023,0.06,0.072
197,17,0,20,50,2,0.3,1,1,False,Sequential,1.0,0.5229681978798587,0.01547028930315023,0.06,0.072
198,18,0,0,50,2,0.3,1,5,True,Sequential,0.0,0.38333333333333336,-0.013888888888888923,0.28,0.2683938934640425
199,18,0,2,50,2,0.3,1,5,True,Sequential,0.3899827652492883,0.8038674033149171,0.10495329812887279,0.14,0.118
200,18,0,4,50,2,0.3,1,5,True,Sequential,0.7271748231283681,1.0,0.02200279204652391,0.0,0.027999999999999994
201,18,0,6,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
202,18,0,8,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
203,18,0,10,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
204,18,0,12,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
205,18,0,14,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
206,18,0,16,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
207,18,0,18,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
208,18,0,20,50,2,0.3,1,5,True,Sequential,1.0,1.0,0.002886274509804044,0.0,0.007999999999999998
209,19,0,0,50,2,0.3,1,5,False,Sequential,0.04666666666666667,0.5,0.10221354166666663,0.5,0.25278057987833197
210,19,0,2,50,2,0.3,1,5,False,Sequential,0.4312800769234205,0.6166666666666667,0.14302083333333332,0.18,0.13830140931110363
211,19,0,4,50,2,0.3,1,5,False,Sequential,0.7829789538731261,0.7302452316076294,0.05867962491369004,0.14,0.11999999999999997
212,19,0,6,50,2,0.3,1,5,False,Sequential,0.9592705360635317,0.7138331573389651,0.046434079051392255,0.14,0.11799999999999997
213,19,0,8,50,2,0.3,1,5,False,Sequential,0.9788571428571429,0.7110423116615067,0.046370403030583804,0.14,0.11799999999999997
214,19,0,10,50,2,0.3,1,5,False,Sequential,0.9889523809523808,0.7119341563786008,0.05088147132042883,0.14,0.11799999999999997
215,19,0,12,50,2,0.3,1,5,False,Sequential,0.9889523809523808,0.7119341563786008,0.05088147132042883,0.14,0.11799999999999997
